measure_name,datum,state_id,state_name,first_year,last_year,footnotes,sources
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-7,GA,Georgia,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-33,HI,Hawaii,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-23,ID,Idaho,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-4,IL,Illinois,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,IN,Indiana,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-23,IA,Iowa,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4,KS,Kansas,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-11,KY,Kentucky,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-18,LA,Louisiana,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-4,ME,Maine,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-18,MD,Maryland,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,MA,Massachusetts,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",1,MI,Michigan,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-13,MN,Minnesota,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3,MS,Mississippi,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,MO,Missouri,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-26,MT,Montana,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-13,NE,Nebraska,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-6,NV,Nevada,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-19,NH,"New Hampshire",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-5,NJ,"New Jersey",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-10,NM,"New Mexico",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-13,NY,"New York",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3,NC,"North Carolina",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-8,ND,"North Dakota",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-20,OH,Ohio,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,OK,Oklahoma,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-15,OR,Oregon,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-12,PA,Pennsylvania,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,RI,"Rhode Island",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-10,SC,"South Carolina",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-11,SD,"South Dakota",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-18,TN,Tennessee,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-28,TX,Texas,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,UT,Utah,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3,VT,Vermont,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-23,VA,Virginia,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,WA,Washington,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,WV,"West Virginia",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-21,WI,Wisconsin,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-4,WY,Wyoming,2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"% change in abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",-14,US,"U.S. total",2011,2014,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",8.3,AL,Alabama,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10,AK,Alaska,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.8,AZ,Arizona,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",8,AR,Arkansas,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",19.5,CA,California,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.1,CO,Colorado,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",19.2,CT,Connecticut,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.7,DE,Delaware,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",32.7,DC,"District of Columbia",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",20.6,FL,Florida,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",15.7,GA,Georgia,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",14,HI,Hawaii,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.2,ID,Idaho,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",16.3,IL,Illinois,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6.3,IN,Indiana,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",7.5,IA,Iowa,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12.9,KS,Kansas,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.1,KY,Kentucky,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.8,LA,Louisiana,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.5,ME,Maine,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",23.4,MD,Maryland,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",15.3,MA,Massachusetts,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",15.4,MI,Michigan,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.3,MN,Minnesota,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",3.8,MS,Mississippi,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",4.4,MO,Missouri,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",9.1,MT,Montana,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6.3,NE,Nebraska,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",19.4,NV,Nevada,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.4,NH,"New Hampshire",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",25.8,NJ,"New Jersey",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",11.7,NM,"New Mexico",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",29.6,NY,"New York",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",15.1,NC,"North Carolina",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",8.7,ND,"North Dakota",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",10.3,OH,Ohio,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",7,OK,Oklahoma,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",12,OR,Oregon,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",13.3,PA,Pennsylvania,2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",17,RI,"Rhode Island",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
"Abortion rate (the no. of abortions per 1,000 women aged 15-44), by state of occurrence",6.4,SC,"South Carolina",2014,n/a,,"Abortion Incidence and Service Availability in the United States, 2014, Rachel K. Jones, Jenna Jerman <https://www.guttmacher.org/journals/psrh/2017/01/abortion-incidence-and-service-availability-united-states-2014>"
